Nome do Paiciente,Nome da Mãe,Data de Nascimento,CPF,CNS,CEP,Endereço,Número,Complemento,Bairro,Cidade,Estado
Flávio Grego Burgos,Jaqueline Amaral Medina,01/02/2016,391.844.984-04,943313933007079,38392-571,Av. Danilo Mascarenhas,982,Apto 1896,Teles Benites,Santa Santiago,MA
Bruna da Cruz Ortega,Aurora Azevedo Urias,03/05/1980,202.217.395-30,951312981395105,03660-273,R. Rafaela Pedrosa,51884,Anexo,Prado Uchoa,Ferreira d'Oeste,TO
Sophie Teles das Neves,Sofia Rico da Silva,17/07/1985,884.218.272-94,934641891706450,00447-108,Avenida Serna,444,Anexo,Urias Tamoio,Porto Agostinho do Sul,RO
Andréa Quintana Duarte,Noemi Quintana Delatorre,25/12/1985,371.769.981-40,906509256415676,00126-534,R. Tatiane Pontes,23434,Apto 2879,Sepúlveda Soto,Porto Rogério do Norte,SE
Abgail Rodrigues Matias,Amanda Deverso Ferraz,06/09/1991,888.431.933-17,971276016160096,76115-417,Largo Melinda Toledo,14,Apto 515,Lutero Zaragoça,Ícaro do Norte,MT
Vitor Bonilha Santacruz,Thalia Guerra Ramires,07/05/2000,508.231.018-60,700410981894128,47838-057,Largo Aurora,2,39º Andar,Gil Valdez,São Laís do Sul,MA
Erik Carrara Galhardo,Talita Montenegro Zamana,01/04/2023,458.088.946-03,765528571148117,25905-733,R. das Dores,9,20º Andar,das Dores Aragão,Porto Luciano d'Oeste,MA
Alessandra Soares Franco,Eloah Gil Rivera,20/04/1980,829.140.480-17,858807111735884,61276-354,R. Guerra,84,Apto 60,Benez Cordeiro,Vila Horácio do Leste,PB
Elaine Zamana Cervantes,Thalissa Urias Verdugo,27/05/1970,311.869.997-30,950759143153868,56108-319,Travessa Bruna Quintana,9501,Apto 0251,Marinho Ferreira,Rafael do Sul,PR
Luna Queirós Paz,Tâmara Martines das Dores,22/09/1996,131.383.413-06,880815588908726,72168-540,Avenida Júlio Delatorre,2,Bloco A,Bezerra Abreu,Quintana d'Oeste,AP
Bruno Uchoa Campos,Maísa Zamana Salas,24/02/1981,956.134.051-82,889590756948760,31041-383,Largo Moisés,9,Apto 8590,Paes Sales,Barreto do Leste,RS
Noel Carrara de Oliveira,Rayane Abreu Serra,26/11/1988,752.332.703-66,884395517472396,16029-298,Travessa Uchoa,27897,Bloco B,Paes Benez,Mendonça do Leste,PA
Yohanna Serrano Batista,Cláudia Torres Furtado,20/03/1981,001.553.538-02,941872535046471,75324-615,Largo Camacho,86,Bc. 6 Ap. 54,Rivera das Neves,Prado d'Oeste,MT
Maurício Cortês Benez,Ivana Galindo Benez,05/10/2011,226.468.057-13,941554925989154,00490-882,Av. Fernandes,43719,Anexo,Verdara Marin,Porto Letícia d'Oeste,TO
Cíntia Padrão Martines,Jasmin de Oliveira Corona,06/12/1988,291.572.490-32,989405837765943,85853-599,Av. Delatorre,9,05º Andar,Fidalgo Pedrosa,Duarte do Norte,PR
Luciano Gonçalves Martines,Miranda Benites Valdez,08/04/2019,865.093.229-00,959131882419959,00239-204,Av. Ferminiano,7722,777º Andar,Benez Esteves,Mendonça d'Oeste,TO
Gustavo Tamoio Amaral,Noa da Cruz Brito,17/04/2003,213.392.759-02,745670237158190,08517-206,Avenida Benedito,97,Apto 9,Bonilha Galhardo,Diego do Sul,BA
Letícia Mendonça Queirós,Larissa Marinho Santana,03/01/1971,867.556.555-03,781663572786962,30734-119,Rua Paloma,5984,Bloco C,Bonilha Oliveira,Vila Carlos do Leste,GO
Gisela Faria Carvalho,Natália Rangel Balestero,15/11/1983,139.564.129-31,793423390292242,19588-189,Largo Bonilha,9813,Apto 604,Casanova Galindo,Santa Tatiane,RJ
Alexa Quintana Cruz,Lúcia Guerra Burgos,16/11/2013,459.484.929-66,892924023643526,95513-208,Avenida Pena,35,436º Andar,Assunção Ávila,Vila Allan do Sul,AL
Jefferson Meireles Carrara,Jéssica Caldeira Ávila,06/09/1983,628.002.734-10,998725510058422,13558-164,Largo Espinoza,25414,Bloco C,Reis da Rosa,Teobaldo d'Oeste,MT
Breno Ramos Esteves,Pérola Saito Sanches,17/10/1983,819.809.846-11,765558264114487,62576-836,Rua Bonilha,25,Bc. 6 Ap. 34,Delvalle Franco,Porto Wagner,ES
Joyce das Neves Paes,Franciele Paes Furtado,24/10/2005,476.547.385-60,924604622053690,62691-875,Rua de Souza,48763,Bloco B,Arruda Franco,Vila Estela d'Oeste,CE
Matheus Marés Jimenes,Andréia Marques Marin,08/08/1975,179.614.966-70,719725534688687,82042-000,Av. de Oliveira,408,F,Fernandes Marques,Pacheco do Sul,SE
Katherine de Aguiar Lourenço,Vitória Vieira Carmona,12/04/1989,937.691.063-00,738191689797380,65953-568,R. Gael,9,Anexo,Leal Verdugo,Zamana do Sul,SP
Janaina Martines Pena,Pâmela Gusmão Barros,19/03/1972,560.445.753-14,944936313921225,47118-042,Avenida Nero,669,F,Romero Fidalgo,Carvalho do Norte,RS
Sofia Mendes Deverso,Manoela Paz Dias,22/03/2010,770.602.723-64,824985197537159,37228-008,Av. Arthur Faro,71,Bc. 7 Ap. 65,Solano Pereira,Porto Paulina do Norte,SC
Allan Perez Quintana,Dayane de Freitas Sandoval,14/11/1987,263.107.470-02,921737420187790,24796-285,Largo Ariana,76,02º Andar,Estrada de Arruda,Fábio do Sul,MS
Luciano Serra Bezerra,Eliane Rivera Serrano,04/01/1971,700.148.106-89,942212603655079,50058-739,Avenida Maurício Ferreira,4,Apto 889,Domingues Velasques,São Fernando do Sul,AC
Sheila Urias Ferminiano,Maitê Paz Bonilha,18/03/2014,336.049.646-95,834953747208050,89279-228,Av. Escobar,3,Apto 9,Valentin Maia,Feliciano do Norte,PB
Edson Rivera da Cruz,Milena Rocha Fernandes,15/06/1976,911.359.039-13,854526688838384,28450-702,Avenida Ortiz,3956,41º Andar,Ferminiano D'ávila,Santa Bernardo,SC
Ítalo Quintana Pereira,Madalena Mascarenhas Zambrano,13/02/2015,775.380.230-54,975416155822196,80237-573,Av. Cezar,1940,Bc. 71 Ap. 88,Deverso Campos,Vila Alessandro do Sul,RJ
Théo Soares Ramos,Lara Galindo Gil,30/04/2006,710.960.146-37,954055924628635,87892-352,Avenida Dener,5267,Apto 90,Furtado Casanova,Porto Diana do Norte,RJ
Mel Rosa de Aguiar,Eloá Grego Gusmão,20/12/2004,090.091.888-84,955568306058860,41264-288,Largo Leon,68183,0º Andar,Pedrosa Paes,Martines do Leste,AM
Anita Fernandes Marques,Luana Martines Quintana,14/05/2016,546.886.737-01,856979917337332,24036-339,Travessa Alexa,265,Bloco A,de Freitas Serna,Correia do Norte,BA
Adriano Reis Ferraz,Michele Sepúlveda Casanova,14/10/2019,661.177.465-39,780413140919106,23708-534,Rua Ferreira,45,Bc. 04 Ap. 05,Fontes Ferraz,Vila Analu,AM
Roberto Santos Pereira,Bella Pacheco Salgado,23/04/2022,227.138.757-49,905544781341431,11121-061,Av. Vitor,6885,F,Rivera Benez,Vila Joyce do Sul,SE
Juan Paes Marés,Renata de Souza Abreu,03/12/1975,540.331.290-06,952451861968910,12769-562,Avenida Mila Dominato,4264,Bloco C,Montenegro Cervantes,Vila Natal,AP
Dante Domingues Martines,Mariana Domingues Ferminiano,30/07/2001,770.482.908-46,752698527457972,55755-537,Avenida Batista,9,Bc. 39 Ap. 32,Salgado Aragão,Porto Mirella,MS
Nelson da Silva Mascarenhas,Noa Quintana Solano,05/04/1994,195.545.705-03,810766206034218,07883-549,Rua Murilo,41,F,Carmona Ortiz,Porto Marta,PE
Igor Mascarenhas Queirós,Bruna Garcia Rosa,25/12/2003,997.261.978-80,834094043716066,91546-947,Avenida Lívia,402,Bc. 44 Ap. 90,Cruz Delgado,Heloísa d'Oeste,CE
Mariana Velasques Oliveira,Malena Solano Zambrano,13/12/2006,155.384.394-02,850967772872525,35008-717,Largo Soares,5,6º Andar,Galindo Benez,Sheila do Leste,PR
Malu Aranda Chaves,Dirce Valentin Ramos,16/01/2018,580.646.103-38,870393938349459,03168-196,Av. Ana Tamoio,90422,Fundos,Gusmão de Aguiar,Cortês do Leste,MT
Paloma Ferreira Mendonça,Luna Leal Queirós,31/10/1976,287.356.598-58,774670192358408,81561-231,R. Isadora Campos,6,Fundos,Garcia Rodrigues,Santa Kevin d'Oeste,AP
Daniel Salazar Delatorre,Aline Padilha Estrada,19/09/1976,225.943.859-80,730568609510346,90793-220,R. Breno Mendes,3,Bloco C,Flores Paes,São Thales,PE
Tomás Marques Cervantes,Milene Jimenes Serra,10/12/2000,178.611.563-89,753035075072858,14239-923,Travessa Antônio,6,Apto 5159,Valência Delvalle,Porto Diana do Sul,RN
Maicon Rosa Benez,Jasmin Vega Aguiar,20/11/2017,380.576.272-04,817386425357412,87917-467,Travessa Irene Rivera,61980,Apto 44,de Oliveira Espinoza,Danilo do Leste,SC
Alice Paes Ferraz,Katherine Beltrão Ortega,21/06/2022,978.275.664-48,768640823335605,37582-663,Rua Mirella,98,Bc. 5 Ap. 50,Godói Cortês,Matias do Leste,RN
Isabelly Garcia Gusmão,Emilly Santos Gusmão,17/07/2003,052.373.212-08,828635945950624,38131-267,Largo Erik,87,4º Andar,Ramires Rosa,São Regina d'Oeste,GO
Christian Reis Mendonça,Mariana Vieira Santacruz,07/11/1995,486.901.975-24,750695534760252,40857-567,Rua Sales,3,Bc. 7 Ap. 21,Jimenes Godói,Neves d'Oeste,AL
Graziela Corona Aragão,Kamila Alves das Neves,15/12/1996,514.695.686-32,904220652205087,99302-349,Rua Adriana Ferraz,83986,Bloco B,Azevedo Solano,Abreu d'Oeste,RS
Emiliano Duarte Oliveira,Carolina Santana Teles,16/11/1994,297.416.603-24,914912209652617,40899-354,Travessa Filipe Feliciano,2388,Anexo,Alcantara Caldeira,Vila Jonas do Sul,MT
Michele Beltrão Carvalho,Laiane Delatorre Neves,07/08/1991,568.374.577-21,734076263856938,22369-627,Largo Melina Delgado,81,75º Andar,Oliveira Carrara,Balestero do Norte,PE
Poliana Barreto Mendes,Ruth Quintana Bonilha,30/05/1970,685.393.325-74,920644074574248,24200-611,R. Irene Gusmão,1489,Bc. 24 Ap. 17,Dominato Soto,Tâmara do Leste,CE
André Solano Barreto,Raysa Serna Aranda,30/12/1987,347.908.054-50,957360506037655,42274-656,Avenida Eva,20751,2º Andar,Toledo Serra,Diego do Norte,AM
Kléber Ferreira Queirós,Gabrielly Toledo Velasques,13/10/2008,227.484.261-26,933844960500413,08349-263,Rua Michael Benez,19,Apto 720,Alves Ávila,Andréa do Sul,BA
Ariana Alcantara Ramires,Nicole Quintana Rios,10/12/1977,336.268.971-09,876666396447091,08918-309,Av. Godói,7737,Bloco A,Azevedo Furtado,Vila Yohanna do Sul,SC
Sergio de Freitas Zamana,Lúcia Valente Quintana,14/02/1981,953.605.742-59,730701060013835,23696-028,R. Maximiano de Freitas,2,Anexo,Roque Paes,Porto Mari do Norte,RS
Elis Maia Vieira,Cíntia Aranda Paes,31/01/2009,400.375.827-71,856100517869751,89792-643,Largo Flávia,257,Apto 4,Souza Pedrosa,Vila Matheus do Norte,MT
Tatiana Paes Rios,Tatiane Serna Serra,03/10/1978,984.691.314-19,848347883822481,39056-954,Av. Dias,75452,120º Andar,Urias Bonilha,Mário do Leste,RJ
Gustavo Rivera Garcia,Rafaela Aragão Montenegro,16/10/1988,580.704.777-09,907182989164999,65760-920,R. Walter Souza,8,76º Andar,Ortiz Paes,Gonçalves do Sul,MS
Sheila Mendonça Carmona,Jéssica Vale da Cruz,04/01/1987,463.658.669-76,966182866475150,03345-455,Travessa Arthur Campos,9504,Apto 7992,Beltrão Valdez,Santa Mirella,AM
Melinda Lozano Flores,Gabrielle Casanova Batista,30/05/2017,826.688.044-18,909373917168683,12704-233,Rua Maria,9487,Fundos,Reis da Rosa,Porto Eliane do Leste,CE
Diogo Estrada Ferminiano,Luiza Balestero Marés,08/02/2005,024.674.269-04,744499514002809,64327-997,Rua Milene,7851,Bloco C,Saito Marques,Porto Cléber,RO
Tatiane da Cruz Verdugo,Lorena Franco Valentin,03/08/2015,193.557.586-42,951873430731334,78769-948,R. Vitória Sanches,44,Fundos,Zambrano Rivera,Sueli do Sul,PE
Maurício Assunção Faro,Marília Alves Ferraz,14/08/2005,810.489.216-97,748076858636748,37779-927,Av. Lara,25498,Apto 7,Ortega Bittencourt,Alves do Norte,AM
Ícaro da Silva Lozano,Giovanna Corona Santiago,24/02/1981,137.984.598-00,922471072711502,22591-787,Largo Amanda,68,Bc. 3 Ap. 20,Faria Bezerra,Saraiva do Sul,RR
Joaquin Ramires Mendonça,Antonieta Maia Lutero,12/06/1973,371.598.317-56,956000850676269,49400-232,R. Sebastião Quintana,7634,Apto 05,Galhardo Roque,Porto Andréia,SE
Tainara Ferreira Toledo,Norma Aragão Fernandes,15/02/2014,861.073.395-58,785455034319608,72093-500,Rua Luara Jimenes,32274,Bloco B,Salas Assunção,Batista do Norte,SE
Débora Fidalgo Prado,Nádia da Rosa Benez,29/07/1980,199.546.210-16,890722444933915,57872-763,R. Constância,2,F,Ortega Gusmão,São Rafael,AP
Maria Verdugo Maldonado,Fátima Chaves Salas,22/12/2009,738.745.007-21,748406545654379,92288-764,Travessa Nádia Jimenes,2340,408º Andar,Pontes Santiago,Ramos do Sul,DF
Kauan Fontes Mendonça,Marina Beltrão Oliveira,18/04/1994,049.121.862-10,875747717924133,88972-985,Avenida Galindo,571,Fundos,Brito Espinoza,Correia d'Oeste,CE
Marco Cruz Carmona,Daniele Brito Velasques,22/06/1980,997.299.944-04,784225709102397,83672-923,R. Suellen Reis,54380,4º Andar,Sandoval Ávila,Santa Aurora,PA
Esther de Freitas Urias,Débora Paz Rivera,01/09/1987,479.974.401-19,911127441696129,41835-866,Travessa Léia,4,Apto 4,Salgado Aguiar,São Diogo,TO
Norma Sales Grego,Andréa de Arruda Quintana,20/09/2007,226.015.700-91,768178948009268,85360-379,Rua Guerra,3136,Bc. 2 Ap. 82,Duarte Serrano,São Pietra do Leste,BA
Giovane Carmona Verdara,Regiane Fontes Serra,20/05/1983,232.549.592-21,844515479881858,58859-245,Rua Juan Abreu,338,Bloco C,Reis Marinho,Santa Gian do Leste,CE
Robson Perez Vale,Amélia Pena Rezende,23/09/1985,885.113.630-09,863474150814509,38893-207,R. Jerônimo Faro,23986,Apto 175,Torres Bezerra,Vila Théo,MT
Marta Espinoza de Freitas,Kelly de Oliveira Zaragoça,12/08/2000,309.425.611-20,980534860069383,51072-966,Largo Raquel,18450,F,Marques Chaves,Sepúlveda do Leste,MT
Thalia de Aguiar Ramires,Sarah Saito da Silva,20/01/1974,677.908.135-36,913443670216885,79862-694,R. Marcelo,95,1º Andar,Burgos Prado,Lívia do Norte,MG
Murilo Faria Rodrigues,Denise Romero Delatorre,27/08/1981,631.339.740-17,956825783901488,53811-219,Av. Aaron,34,Bloco A,Fidalgo Prado,Santa Mari do Sul,RN
Sônia Lira Galvão,Eloá Quintana Burgos,31/01/1971,614.034.925-73,947366572547613,61173-040,Avenida Allan Feliciano,60,Bloco C,Romero Rezende,Vila Juliana,MA
Sheila Padilha Sandoval,Roberta Ávila Ferreira,17/11/2006,596.513.528-92,961861293333664,17636-146,Travessa Aaron,1,Bloco C,Valente da Silva,Vila Lara d'Oeste,SC
Dante Benites Lovato,Valentina Campos Escobar,20/06/2018,376.471.064-06,751478783626994,19692-542,Av. Gilberto,8928,Bc. 64 Ap. 90,de Arruda Urias,Santa Eliane do Norte,SE
Guilherme Ferraz Ferraz,Ingrid Neves Zamana,25/01/1973,570.465.262-06,917788755866277,71551-939,Avenida Aaron,8769,Apto 5,Amaral Pedrosa,Santa Felipe,SP
Lucas Aguiar Urias,Thalissa das Neves Brito,03/02/1998,148.645.534-40,906915335275322,15960-354,Rua Analu Souza,4,Bloco B,Jimenes Azevedo,Porto Pérola do Sul,PR
Enzo Corona Gil,Adriana Madeira Lourenço,13/08/1989,647.184.373-93,813468707423925,93209-596,R. Paulo,30,Bloco B,Delgado de Aguiar,Lutero d'Oeste,PB
Dener Aguiar Lutero,Nicole Pedrosa Batista,23/12/1996,741.055.885-75,714063702306751,05587-446,Avenida Isaac,53,Anexo,Carrara Urias,Vila Reinaldo,BA
Pérola Franco Deverso,Malena Maldonado Madeira,20/06/2000,741.320.616-12,744515092808030,27874-690,R. Paulina,40274,F,Jimenes Mendes,Thales do Sul,PR
Jonas Verdugo Chaves,Paulina Serrano Domingues,31/10/1974,099.318.602-51,827407578795367,92803-428,Av. Lorenzo,8123,23º Andar,Guerra Corona,Théo do Norte,SC
Priscila Maia Mendes,Violeta Lourenço Azevedo,01/09/2014,904.673.002-67,867930030832474,85417-306,Av. César,940,Apto 44,Delgado Ávila,São Taís do Sul,PA
Isabelly Medina Neves,Cláudia Dias Colaço,07/02/2022,664.321.404-12,904286359785208,71710-944,Travessa Cervantes,27341,Bloco B,Fidalgo Rios,Henrique d'Oeste,SC
Rafaela Rios Queirós,Cíntia Rangel Cruz,04/09/1993,744.645.641-86,940257789685702,22214-744,Largo Thalita de Aguiar,8042,Fundos,Tamoio Carvalho,Vila Nelson,RN
Lavínia Solano Rangel,Priscila Aranda Pontes,31/08/1974,713.624.540-01,936002330085506,29848-117,R. Arthur Camacho,74,568º Andar,Oliveira Verdara,Santa Benício,MG
Vitor Paz Fonseca,Laiane Aguiar Pacheco,25/07/1980,769.685.128-40,731213926322945,35624-543,Rua Flávio Fidalgo,4,Apto 4246,Galindo Franco,Vila Wesley do Norte,PI
Suzana Teles de Arruda,Fátima Saito Santos,09/03/2010,654.749.754-22,969880284237792,12731-775,Largo Aurora Lourenço,688,2º Andar,Verdara Santana,Queirós d'Oeste,PE
Adriano Perez Grego,Sandra Corona Gil,05/05/1993,772.306.638-49,809103770657792,51953-459,R. Branco,16165,Apto 9,Padrão Valdez,Cecília do Sul,MT
Cynthia Guerra Domingues,Natália Santacruz Lira,19/11/2022,860.783.945-41,786305299298020,79757-899,Av. Anderson Sanches,67219,Bloco C,Perez Zaragoça,Robson d'Oeste,ES
Suelen Valdez Brito,Elaine Molina Salgado,31/08/2013,076.120.247-13,926402256083605,57156-817,Av. Emanuelly,85168,Apto 9327,Guerra Santana,Feliciano do Leste,AP
Alessandro Lozano Fontes,Stephanie Toledo Escobar,03/09/1971,371.832.842-98,822899644313318,61096-836,Rua Rafaela Valência,5,Bc. 84 Ap. 88,Pontes Gonçalves,Porto Rodrigo do Sul,PA
Alessandra Faria Gonçalves,Katherine Jimenes Vale,14/02/2002,973.847.839-17,747945721413401,59586-268,Avenida Natan,6,Fundos,Chaves Molina,Gabriel d'Oeste,MS
Sofia Domingues Vila,Julieta Ortega Gonçalves,18/03/2008,671.667.953-79,778077156000617,97347-656,R. Joyce,35542,F,Perez Mascarenhas,Lara do Sul,PR
Tomás Rangel Rodrigues,Alexa Padilha de Freitas,19/10/2015,210.753.417-95,953196962219382,34986-681,Avenida Lidiane,93653,Bloco B,Pontes Garcia,Toledo do Sul,MA
Gabi Madeira Quintana,Manuela Zaragoça Lutero,21/10/1990,394.142.172-74,708668356130640,00232-104,Largo D'ávila,427,367º Andar,Guerra Gil,Mônica do Leste,ES
Kléber Pedrosa de Arruda,Suelen Tamoio Zambrano,14/03/1983,416.802.896-83,914437083981640,02419-463,R. Cervantes,38237,Apto 23,Faria Torres,São Simão,RO
Helena Domingues Pedrosa,Miranda Grego Prado,18/06/1977,201.989.030-57,882426548196068,05355-955,Largo Evandro Ortiz,64949,Fundos,Ramires Chaves,Santa Marília do Sul,BA
Mariah de Freitas Rios,Lara Mendes Garcia,04/04/1974,689.359.043-17,810014221540069,00635-614,R. Verdugo,88086,Bc. 00 Ap. 48,Lovato Gusmão,Porto Liz do Sul,PE
Lucio Oliveira Solano,Thalita Assunção Caldeira,02/12/1986,668.378.281-42,700094149973436,91940-652,Avenida Fonseca,7,Bloco A,Padilha Aranda,Porto Fernando,AP
Filipe Balestero Ferraz,Andréia Pontes Gil,18/07/1973,050.429.319-29,998571957805297,44172-068,Travessa Benedito de Arruda,110,6º Andar,Abreu Amaral,Marques do Norte,CE
Micaela Corona Vale,Thaís Santana Marin,11/01/2018,115.103.010-46,747571261309363,12845-601,Avenida Ellen,94,Apto 86,Queirós Grego,de Aguiar do Norte,RJ
Nelson Arruda Fidalgo,Melinda Sepúlveda Rezende,16/08/1984,285.530.367-23,983802497229514,94324-264,Largo Sandra,9520,Apto 9012,Lutero Grego,Porto Alonso,MG
Bruna Benez Galhardo,Stephany Reis Sanches,24/01/1982,993.158.058-52,866319623081775,10296-223,R. Carvalho,3596,Bloco C,Neves Ortega,Isabella do Leste,RN
Priscila Souza Bonilha,Irene Salazar Vega,22/11/1994,083.260.574-36,723884079178693,06445-944,Largo Franco Vasques,240,Apto 4,Benez Flores,Gael d'Oeste,PB
Anita Fontes Vila,Dayana de Arruda Uchoa,25/09/2021,995.142.045-14,711988390681260,90786-175,Avenida Ortiz,8730,F,Furtado Mendes,São Igor do Norte,AM
Alessandro Rocha Serra,Sheila Correia Faria,05/08/1984,582.367.973-41,753498807721777,72974-221,Travessa Dirce Mascarenhas,8,Bc. 77 Ap. 26,Salas Ramos,Porto Miguel,GO
Leandro de Souza Paes,Olívia Vale Uchoa,15/05/2000,599.364.181-90,944864162907198,68044-856,Travessa Ávila,7,Bloco C,Saraiva Batista,Porto Allan do Leste,AL
Analu Dominato Burgos,Diana D'ávila Mascarenhas,27/05/1999,784.674.914-50,819741671222771,38306-498,Travessa Maicon,61029,F,Corona de Oliveira,São César,SC
Gean Tamoio Sandoval,Márcia Pedrosa Branco,28/12/1998,511.419.089-05,876960167101822,36524-754,Travessa Paz,18733,Apto 4564,Neves das Neves,Vila Irene d'Oeste,PA
Naomi Aranda Sales,Sophia de Freitas Pontes,28/02/2003,415.949.652-00,784561449643362,82390-815,Travessa Heloísa Leon,635,Bloco B,Tamoio Cervantes,Tatiane do Norte,PI
Agatha Barros Soares,Hosana da Rosa Sandoval,26/09/2001,513.437.021-43,951982912227058,91746-111,Travessa Lucio,838,3º Andar,Zamana Teles,Porto Micaela,MA
Matheus Matos Romero,Bia de Aguiar Leon,14/06/1986,265.897.617-87,912903006393816,26143-286,Rua Maiara,8900,Bc. 1 Ap. 16,Campos Solano,Malu d'Oeste,AM
Gabrielly Solano Cortês,Danielle Mendonça Marin,08/09/2019,719.433.053-90,923183883898096,80780-736,Av. Juliana Lira,71307,Bloco C,Uchoa Matias,Porto Ricardo do Sul,PE
Daiana de Arruda da Silva,Poliana Delvalle Sepúlveda,31/03/1997,860.437.836-73,791065402967006,25513-653,Travessa César,378,Bc. 75 Ap. 67,Branco Oliveira,Vila Bella do Leste,RR
Artur Franco Ferminiano,Antonella Garcia Casanova,17/01/1999,750.034.436-84,937342861450138,55715-320,R. Pontes,362,Apto 1,Fonseca Serra,Aguiar do Norte,AP
Lia Vieira Saito,Cíntia Fonseca Soto,11/11/2017,780.074.316-08,892571180295534,73115-976,Largo Marcos Aranda,640,Apto 159,Paz Perez,Vila Mayara,PA
Malu Galhardo Vieira,Agustina Leal Ortiz,14/11/1996,107.622.476-81,828908610604538,64841-159,R. Arruda,584,3º Andar,Bittencourt Vale,São Miguel,MT
Andres Garcia Santiago,Eloá Quintana Pedrosa,12/05/2001,814.717.024-64,720067576896867,22669-284,Av. Lozano,578,Apto 6124,Serrano da Cruz,Porto Talita,RJ
Moisés Mendonça Medina,Thalissa Saito Roque,28/04/1970,181.606.543-91,949173435806264,66831-891,Rua de Souza,1123,Fundos,Franco Queirós,Santa Larissa do Sul,TO
Eloah Verdara Meireles,Laura Balestero Aranda,29/05/2003,477.058.166-10,884341202836908,33329-632,Rua Théo,9,Bloco C,D'ávila Santiago,da Rosa do Norte,MG
Cecília Correia Estrada,Rebeca Balestero Delvalle,19/02/2018,912.974.623-00,897955304602280,50165-171,Avenida Tamoio,1844,Bc. 60 Ap. 47,Solano Marin,Porto Tâmara do Sul,AP
Michelle Jimenes Zambrano,Ariane Tamoio Saito,07/01/1990,722.918.256-58,862142739492847,34914-345,Largo Vasques,286,Anexo,Maldonado Pena,Catarina do Leste,RR
Cezar Fidalgo Dominato,Tainara Carmona Barreto,30/11/1996,068.875.165-27,865869729703203,23078-288,Rua Mila Barreto,46,Bloco A,Verdara Quintana,Santa Wellington d'Oeste,SP
Cristina Lutero Sepúlveda,Sandra Mendonça Escobar,22/03/1970,233.554.508-63,927034554259373,01577-261,Largo Eric,96480,Apto 8566,Prado Sales,Santa Pablo d'Oeste,CE
Angélica Matos Correia,Paula Lovato Prado,02/09/1997,905.667.980-50,817328528980971,76650-832,Av. Carrara,76926,Bloco C,Rico Arruda,Pedro do Leste,CE
Leonardo Colaço Cortês,Constância Dominato Alcantara,15/08/2000,515.083.320-70,851106993234666,23158-385,R. Aparecida Casanova,93,F,Fidalgo Maia,São Matias,PR
Hosana Bezerra Gusmão,Thalita Marés Carvalho,23/01/2013,022.815.543-68,920967233982698,23223-725,Av. Luana Cervantes,45227,Apto 9,Rocha Bonilha,Vila William,RS
Bruno Rosa Carmona,Valéria Caldeira Ramires,25/08/1993,186.295.241-89,831356142737317,13143-140,Av. Alves,65323,Apto 6712,Guerra Lira,Vila Ítalo,RR
Cristian Correia Marques,Silvana Feliciano Flores,30/04/1995,655.265.855-90,981594093960436,71155-855,R. Marília,2331,Bc. 52 Ap. 45,Galhardo Reis,São Horácio do Norte,CE
Deivid de Freitas Delatorre,Joyce Fonseca Solano,09/09/2003,416.865.013-82,812563059427100,99387-563,Largo Paz,9,Bc. 4 Ap. 17,Feliciano Romero,Vila Alícia,DF
Bruno Perez Soares,Maísa Ortega Teles,07/01/2005,929.967.621-69,739843370349992,79113-704,Av. Nelson,52,11º Andar,Paes Sales,São Deivid do Leste,CE
Alessandro Garcia Oliveira,Maria Lozano Franco,13/08/2016,631.888.998-15,746353255618045,69432-159,Largo Cristiano,84,Bc. 0 Ap. 14,Santos Delatorre,Porto Hugo,PI
Maraisa Bezerra Zamana,Kamila Medina da Silva,10/10/2015,417.183.719-77,922963185695771,90754-635,R. Maicon Soto,2,Apto 16,Uchoa Branco,Assunção d'Oeste,RR
Martinho Fernandes Marés,Aparecida Toledo Salgado,18/03/2003,575.533.743-85,834501948888530,78692-475,R. Rodrigo,1,Apto 983,Teles Guerra,da Silva do Sul,DF
Gabrielle Correia Perez,Irene Lovato Fidalgo,11/01/2002,332.180.895-14,815804447385572,82938-210,Largo Godói,18444,Bc. 61 Ap. 92,Delgado Escobar,de Souza do Sul,AC
Lucio Zaragoça Fontes,Samanta de Souza Faro,24/08/1979,440.711.740-05,985077581652064,63122-162,Avenida Santos,9301,Bc. 64 Ap. 84,Marques Mascarenhas,Santa Benício,GO
Caroline Mascarenhas Fontes,Thaís Ortiz Marés,15/08/1986,228.818.773-54,731392703200279,96287-318,Av. Laís Camacho,2,34º Andar,Salas Perez,Cristiano do Sul,CE
Micaela Marinho Pereira,Sueli Deverso Rico,14/09/1998,876.414.719-35,940389281183122,53763-323,R. Heloise Marques,62,Bloco C,Uchoa Lourenço,Luana d'Oeste,PB
Suellen Faria Leon,Iasmin Mascarenhas Aguiar,28/03/1990,948.334.914-19,734700505845043,49550-180,Av. Alice Azevedo,47854,Fundos,Torres Batista,Tainara do Leste,MG
Guilherme Bonilha Rico,Julieta Abreu Bonilha,21/09/1993,611.813.460-02,851516084902082,17006-849,R. Franco,72980,Bloco A,Montenegro D'ávila,Vila Natan,BA
Luana Ávila Uchoa,Mirela Paz Fontes,20/06/1987,970.155.906-11,704721476035890,92402-027,Travessa Elis,22715,Apto 1,Reis Furtado,Vila Ana,AC
Josué Ortega Assunção,Suelen Sandoval Gonçalves,08/04/2007,832.328.909-38,947630740025250,80182-790,Av. Everton,5,Apto 4,Abreu Galvão,Rangel do Sul,PA
